code accident,date,heure,département,commune,massif,region,massif_unique,site,"coordonnées
 zone départ",altitude,inclinaison,orientation,groupe,emportés,"ensevelis 
 tête",décédés,blessées,indemnes,activité,activite_regrouped,évolution,BRA,"qualité 
 neige","cohésion
 neige","type 
 départ",cause départ,"dénivelé
 (mètres)","largeur 
 cassure
 (mètres)","épaisseur
 cassure max. 
 (cm)"
1415-74-05,2015-02-02,16:25,74,chatel,chablais,alps,Chablais,sous le val linga,,1900,,,4,4,0,0,0,0,hors-piste,"off-piste (ski, snowboard)",descente,4,sèche,tendre,linéaire,accidentelle soi-même,,,
1415-74-08,2015-03-05,,74,chatel,chablais,alps,Chablais,secteur piste rennes,,,,,1,1,0,0,0,0,hors-piste,"off-piste (ski, snowboard)",descente,,sèche,dure,linéaire,accidentelle soi-même,,,
1415-31-01,2015-02-02,14:30,31,boutx,luchonnais,pyrenees,luchonnais,couloir fontaine de pan,,,,N,5,5,1,1,0,0,hors-piste,"off-piste (ski, snowboard)",descente,4,sèche,tendre,linéaire,accidentelle soi-même,,,
1617-06-01,2017-03-07,12:00,6,isola,mercantour,alps,Mercantour,sistron cloutas,,,,,1,1,0,0,0,1,hors-piste,"off-piste (ski, snowboard)",descente,3,sèche,,linéaire,accidentelle soi-même,,,
1617-06-02,2017-03-07,14:15,6,isola,mercantour,alps,Mercantour,sistron cloutas,,,,,1,1,0,0,0,1,hors-piste,"off-piste (ski, snowboard)",descente,3,sèche,,linéaire,accidentelle soi-même,,,
1718-38-17,2018-03-23,13:15,38,mont de lans,oisans,alps,Oisans,combe de chalance / piège à surfers,"45°0'16"" / 6°11'31""",2840,40-44,O,2,1,0,0,0,1,hors-piste,"off-piste (ski, snowboard)",descente,,sèche,tendre,linéaire,accidentelle soi-même,,,
1718-38-15,2018-05-03,12:20,38,saint christophe en oisans,oisans,alps,Oisans,col des écrins,,,,,2,1,0,0,0,0,randonnée,hiking,descente,,sèche,,linéaire,accidentelle soi-même,,,
1617-05-07,2017-03-03,12:30,5,risoul,embrunnais,alps,Pelvoux,cabane valbelle,,,,,,1,0,0,0,1,hors-piste,"off-piste (ski, snowboard)",descente,3,sèche,,linéaire,accidentelle soi-même,,,
1314-05-04,2014-01-05,15:00,5,pelvoux,pelvoux,alps,Pelvoux,ravin du bouisset,,,,,3,1,0,0,0,0,hors-piste,"off-piste (ski, snowboard)",descente,,sèche,,linéaire,accidentelle soi-même,,,
1516-73-14,2016-02-06,14:35,73,landry,vanoise,alps,Vanoise,couloir NO aiguille grive,,,,,3,1,0,0,0,1,hors-piste,"off-piste (ski, snowboard)",descente,,sèche,,linéaire,accidentelle soi-même,,,
1415-74-07,2015-02-09,16:00,74,le grand bornand,aravis,alps,Aravis,piste noire lachat piste rouge lanche,,,,,4,4,0,0,0,0,hors-piste,"off-piste (ski, snowboard)",descente,,sèche,dure,linéaire,accidentelle soi-même,,,
1617-73-15,2017-04-30,12:05,73,bourg saint maurice,beaufortain,alps,Beaufortin,versant nord col nova,,,,,1,1,0,0,0,1,randonnée,hiking,descente,,sèche,,linéaire,accidentelle soi-même,,,
1213-38-03,2013-01-12,11:30,38,pinsot,belledonne,alps,Belledone,pic des grandes lanches,,,35-39,O,1,1,0,0,0,1,randonnée,hiking,montée,3,sèche,,linéaire,accidentelle soi-même,,,
1415-65-01,2014-12-12,,65,sers,haute bigorre,pyrenees,hte-bigo,pic de barbe,,,,,4,2,0,0,0,2,randonnée,hiking,montée,,sèche,,linéaire,accidentelle soi-même,,,
1112-73-01,2012-02-01,10:25,73,valloire,maurienne,alps,Maurienne,combe aiguille noire,,,,,19,10,6,6,0,0,randonnée,hiking,,2,sèche,,linéaire,accidentelle soi-même,,,
1516-74-10,2016-03-09,,74,le petit bornand des glières,aravis,alps,Aravis,pointe de sosay,,,,,3,2,1,1,0,0,randonnée,hiking,,3,sèche,,linéaire,accidentelle soi-même,,,150
1112-65-02,2012-02-18,,65,vieille aure,haute bigorre,pyrenees,hte-bigo,corneblanque,,,,,1,1,0,0,0,1,hors-piste,"off-piste (ski, snowboard)",,3,sèche,,linéaire,accidentelle soi-même,,,
1011-38-02,2010-12-26,15:15,38,alpe d'huez,grandes rousses,alps,Gdes-rouss,pic blanc,,3200,,O,2,1,0,0,1,0,hors-piste,"off-piste (ski, snowboard)",,3,sèche,tendre,linéaire,accidentelle soi-même,,,
1011-73-19,2011-04-03,13:00,73,bessans,haute maurienne,alps,Hte-maurie,vallon oney - ouille arbéron,,2500,35-39,NO,8,4,0,0,1,3,randonnée,hiking,,3,sèche,dure,linéaire,accidentelle soi-même,,,
1415-73-01,2014-12-18,09:20,73,tignes,haute tarentaise,alps,Hte-tarent,grattalu / aiguillette,,2747,>45,SE,11,4,1,1,0,3,randonnée,hiking,,3,sèche,dure,linéaire,accidentelle soi-même,,,
1011-38-03,2011-01-12,13:30,38,les deux alpes,oisans,alps,Oisans,chalance,,2800,30-34,SO,4,2,0,0,0,2,hors-piste,"off-piste (ski, snowboard)",,3,sèche,tendre,linéaire,accidentelle soi-même,,,
1213-05-09,2013-03-09,10:30,5,molines,queyras,alps,Queyras,combe crose,,2600,,,3,3,1,1,0,1,hors-piste,"off-piste (ski, snowboard)",,3,sèche,,linéaire,accidentelle soi-même,,,30
1011-05-10,2011-04-03,11:30,5,risoul,embrunnais,alps,Pelvoux,les côtes du lièvre,,2400,,NO,2,1,1,0,1,0,hors-piste,"off-piste (ski, snowboard)",,4,sèche,dure,linéaire,accidentelle soi-même,,,
1011-05-06,2011-03-16,14:30,5,ceillac,queyras,alps,Queyras,col du tronchet,,2600,35-39,NO,,1,1,0,0,1,randonnée,hiking,,4,sèche,tendre,linéaire,accidentelle soi-même,,,
1718-73-07,2018-01-09,,73,val d'isere,haute tarentaise,alps,Hte-tarent,solaise super S,,,,,2,1,0,0,0,0,hors-piste,"off-piste (ski, snowboard)",,5,sèche,,linéaire,accidentelle soi-même,,,
1516-73-11,2016-01-21,13:55,73,la cote d'aime,beaufortain,alps,Beaufortin,mont rosset,,2440,,,1,1,0,0,0,0,randonnée,hiking,,,sèche,,linéaire,accidentelle soi-même,,,
1415-38-06,2015-03-05,13:00,38,allemond,belledonne,alps,Belledone,col de roche noire,"45°11'7.74"" / 5°59'26.36""",2500,30-34,NE,2,1,1,1,0,0,randonnée,hiking,,,sèche,,linéaire,accidentelle soi-même,,,
1516-38-02,2016-03-05,12:00,38,les adrets,belledonne,alps,Belledone,,,,,,2,2,0,0,0,0,hors-piste,"off-piste (ski, snowboard)",,,sèche,,linéaire,accidentelle soi-même,,,
1718-38-16,2017-12-28,13:45,38,la combe de lancey,belledonne,alps,Belledone,lac de la sitre,"45°10'52"" / 5°57'5""",2120,35-39,SO,2,1,0,0,0,0,randonnée,hiking,,,sèche,tendre,linéaire,accidentelle soi-même,,,
1617-05-03,2017-02-04,,5,dévoluy,dévoluy,alps,Devoluy,vallon pierea d'agnère combe sommarel,,2300,,NO,10,3,2,2,0,1,hors-piste,"off-piste (ski, snowboard)",,,sèche,,linéaire,accidentelle soi-même,,,
1718-38-19,2017-12-09,09:30,38,alpe d'huez,grandes rousses,alps,Gdes-rouss,sommet marmottes 2,,,,,2,2,0,0,0,1,minage,other,,,sèche,,linéaire,accidentelle soi-même,,,15
1213-64-01,2013-01-02,12:45,64,eaux bonnes,aspe ossau,pyrenees,aspe-ossau,vallon anglas,,,,,2,1,1,1,0,0,hors-piste,"off-piste (ski, snowboard)",,,sèche,,linéaire,accidentelle soi-même,,,
1617-73-20,2017-03-01,15:00,73,lanslevillard,haute maurienne,alps,Hte-maurie,pas du loup,,2250,>45,,3,1,0,0,0,0,randonnée,hiking,,,sèche,,linéaire,accidentelle soi-même,,,
1213-74-04,2013-02-05,16:10,74,chatel,chablais,alps,Chablais,télésiège des combes,,,,,1,1,1,0,1,0,hors-piste,"off-piste (ski, snowboard)",,,sèche,,linéaire,accidentelle soi-même,,,40
1213-73-14,2013-03-05,16:15,73,valloire,maurienne,alps,Maurienne,combe des granges,,,35-39,NO,2,2,1,1,0,1,hors-piste,"off-piste (ski, snowboard)",,,sèche,dure,linéaire,accidentelle soi-même,,,
1112-74-08,2012-04-28,12:55,74,chamonix,mont blanc,alps,Mont-Blanc,glacier du milieu,,,,,3,1,0,0,0,0,alpinisme,alpinisme,,,sèche,,linéaire,accidentelle soi-même,,,
1213-38-02,2013-01-02,,38,la morte,oisans,alps,Oisans,pas de la mine,5°54'05.2'' // 45°02'02.3'',2450,35-39,O,3,1,0,0,0,0,randonnée,hiking,,,sèche,,linéaire,accidentelle soi-même,,,
1213-05-10,2013-03-15,13:30,5,monetier les bains,pelvoux,alps,Pelvoux,route du galibier,,,,,3,3,0,0,0,0,randonnée,hiking,,,sèche,,linéaire,accidentelle soi-même,,,
1213-05-12,2013-03-25,,5,puy st vincent,pelvoux,alps,Pelvoux,col de bal,,,,,2,2,0,0,0,0,hors-piste,"off-piste (ski, snowboard)",,,sèche,,linéaire,accidentelle soi-même,,,
1718-73-18,2018-03-04,13:15,73,arêche beaufort,beaufortain,alps,Beaufortin,combe nord col de la bathie,,,,,2,2,2,2,0,0,hors-piste,"off-piste (ski, snowboard)",descente,3,,,linéaire,accidentelle soi-même,,,
1314-38-04,2014-03-06,13:45,38,la ferrière d'allevard,belledonne,alps,Belledone,couloir NO rocher blanc,,,,,3,1,0,0,0,0,randonnée,hiking,descente,3,,,linéaire,accidentelle soi-même,,,
1415-73-07,2015-01-30,16:10,73,la perrière,vanoise,alps,Vanoise,dou des lanches,,2100,,,1,1,0,0,0,0,hors-piste,"off-piste (ski, snowboard)",descente,4,,,linéaire,accidentelle soi-même,,,
1718-74-05,2018-03-04,,74,vallorcine,mont blanc,alps,Mont-Blanc,couloir rand,,,,,4,2,0,0,0,0,randonnée,hiking,descente,,,,linéaire,accidentelle soi-même,,,
1718-38-06,2018-02-18,15:40,38,saint christophe en oisans,oisans,alps,Oisans,refuge de la selle,,2850,,S,,1,0,0,0,0,hors-piste,"off-piste (ski, snowboard)",descente,,,,linéaire,accidentelle soi-même,,,
1516-05-02,2016-02-14,12:30,5,Vars,embrunnais-parpaillon,alps,Parpaillon,chagnon de peinier,,,,,2,1,1,1,0,0,hors-piste,"off-piste (ski, snowboard)",descente,3,,,linéaire,accidentelle soi-même,,,
1718-88-01,2018-02-01,,88,saint maurice sur moselle,ballon d'alsace,other,other,couloir de Birkel,"47°49'26"" / 6°50'48""",1210,>45,E,1,1,1,0,1,0,randonnée,hiking,descente,3,,,linéaire,accidentelle soi-même,,,
1314-05-08,2014-02-17,,5,st véran,queyras,alps,Queyras,chateau renard,,,,,2,1,0,0,0,1,hors-piste,"off-piste (ski, snowboard)",descente,,,,linéaire,accidentelle soi-même,,,
1718-65-07,2018-03-21,11:40,65,bagnères de bigorre,haute bigorre,pyrenees,hte-bigo,pic du midi,,,,,4,1,0,0,0,0,hors-piste,"off-piste (ski, snowboard)",descente,4,,,linéaire,accidentelle soi-même,,,
1415-73-13,2015-02-03,,73,saint martin de belleville,vanoise,alps,Vanoise,hors piste de l'entonnoir,,,,,1,1,1,1,0,0,hors-piste,"off-piste (ski, snowboard)",descente,,,,linéaire,accidentelle soi-même,,,
1617-73-01,2016-11-20,12:30,73,champagny en vanoise,vanoise,alps,Vanoise,col des vés,,,,,4,1,0,0,0,1,hors-piste,"off-piste (ski, snowboard)",descente,,,,linéaire,accidentelle soi-même,,,
1314-04-01,2014-01-17,14:00,4,uvernet fours,ubaye,alps,Ubaye,pra loup teleski du lac,,,,,2,1,1,0,1,0,hors-piste,"off-piste (ski, snowboard)",descente,,,,linéaire,accidentelle soi-même,,,
1213-73-20,2013-03-19,,73,les allues,vanoise,alps,Vanoise,télésiège cote brune,,,,N,1,1,0,0,0,0,hors-piste,"off-piste (ski, snowboard)",descente,,,,linéaire,accidentelle soi-même,,,
1213-73-23,2013-04-01,,73,saint martin de belleville (val thorens),vanoise,alps,Vanoise,face ouest aiguille des st pères,,2800,,O,3,1,0,0,0,0,hors-piste,"off-piste (ski, snowboard)",descente,,,,linéaire,accidentelle soi-même,,,
1314-73-17,2014-01-27,16:30,73,montchavin,vanoise,alps,Vanoise,,,,,,,1,1,1,0,0,hors-piste,"off-piste (ski, snowboard)",descente,,,,linéaire,accidentelle soi-même,,,
1415-73-09,2015-01-31,,73,méribel,vanoise,alps,Vanoise,secteur du verdet,,,,,1,1,1,1,0,0,hors-piste,"off-piste (ski, snowboard)",descente,,,,linéaire,accidentelle soi-même,,,
1415-73-15,2015-03-03,11:35,73,orelle,vanoise,alps,Vanoise,,,,,,4,4,1,1,0,0,hors-piste,"off-piste (ski, snowboard)",descente,,,,linéaire,accidentelle soi-même,,,
1516-05-01,2016-01-16,12:00,5,les orres,embrunnais-parpaillon,alps,Parpaillon,tête de la mazelière / rocher marcelinas,,,,,2,1,0,0,0,1,randonnée,hiking,montée,,,,linéaire,accidentelle soi-même,,,
1112-73-08,2012-04-29,13:40,73,bonneval,vanoise,alps,Vanoise,,,,,O,15,1,0,0,0,0,randonnée,hiking,montée,,,,linéaire,accidentelle soi-même,,,
1718-73-21,2018-03-31,11:45,73,villaroger,vanoise,alps,Vanoise,bas du couloir en S / envers aiguille rouge,,2450,,,,1,0,0,0,0,hors-piste,"off-piste (ski, snowboard)",traversée,,,,linéaire,accidentelle soi-même,,,
1011-65-01,2011-03-06,13:30,65,cauteret,haute bigorre,pyrenees,hte-bigo,refuge d'ilhéou/pic Né,,2000,,,3,3,1,0,1,2,randonnée,hiking,,2,,,linéaire,accidentelle soi-même,,,
1112-74-05,2012-02-16,,74,contamines montjoie,mont blanc,alps,Mont-Blanc,envers mont joly,,,,,3,3,0,0,0,0,hors-piste,"off-piste (ski, snowboard)",,2,,,linéaire,accidentelle soi-même,,,
1011-74-04,2010-12-21,,74,samoens,chablais,alps,Chablais,station,,,,,2,2,0,0,2,0,hors-piste,"off-piste (ski, snowboard)",,3,,,linéaire,accidentelle soi-même,,,
1617-73-09,2017-02-12,14:55,73,le chatel,vanoise,alps,Vanoise,la barnière,"45°19'46.4"" / 6°22'14.9""",1490,,,5,1,0,0,0,0,randonnée,hiking,,3,,,linéaire,accidentelle soi-même,,,
1516-38-04,2016-04-24,11:00,38,laval,belledonne,alps,Belledone,cime de la jasse est,,2300,30-34,SE,9,5,3,2,1,1,randonnée,hiking,,,,,linéaire,accidentelle soi-même,,,
1718-05-06,2018-03-04,13:50,5,la grave,grandes rousses,alps,Gdes-rouss,puy golèfre,,,,,,1,0,0,0,1,randonnée,hiking,,,,,linéaire,accidentelle soi-même,,,
1718-38-11,2018-03-04,11:55,38,oz en oisans,grandes rousses,alps,Gdes-rouss,poutran,,,,,1,1,0,0,0,0,hors-piste,"off-piste (ski, snowboard)",,,,,linéaire,accidentelle soi-même,,,
1718-38-12,2018-03-04,14:35,38,oz en oisans,grandes rousses,alps,Gdes-rouss,couloir perrins,,,,,5,3,1,1,0,1,hors-piste,"off-piste (ski, snowboard)",,,,,linéaire,accidentelle soi-même,,,
1718-38-13,2018-03-04,15:10,38,vaujany,grandes rousses,alps,Gdes-rouss,cote belle,,,,,6,1,1,1,0,0,randonnée,hiking,,,,,linéaire,accidentelle soi-même,,,
1718-73-19,2018-03-16,14:50,73,lanslebourg,haute maurienne,alps,Hte-maurie,amont de la piste solert,,2550,,,6,4,0,0,0,3,hors-piste,"off-piste (ski, snowboard)",,,,,linéaire,accidentelle soi-même,,,
1213-09-01,2013-03-15,,9,ax les thermes,haute ariège,pyrenees,hte-ariege,,,,,,1,1,0,0,0,0,hors-piste,"off-piste (ski, snowboard)",,,,,linéaire,accidentelle soi-même,,,
1213-09-02,2013-03-15,,9,ax les thermes,haute ariège,pyrenees,hte-ariege,,,,,,1,1,1,1,0,0,hors-piste,"off-piste (ski, snowboard)",,,,,linéaire,accidentelle soi-même,,,
1213-65-02,2013-03-15,,65,bagnères de bigorre,haute bigorre,pyrenees,hte-bigo,sud pic du midi de bigorre,,,,S,1,1,0,0,0,0,hors-piste,"off-piste (ski, snowboard)",,,,,linéaire,accidentelle soi-même,,,
1314-73-24,2014-05-04,,73,ste foy tarentaise,haute tarentaise,alps,Hte-tarent,grande sassiere,,,,,1,1,0,0,0,0,randonnée,hiking,,,,,linéaire,accidentelle soi-même,,,
1617-73-19,2016-11-13,11:15,73,tignes,haute tarentaise,alps,Hte-tarent,face nord pointe du chardonnet,,2800,,,4,1,0,0,0,0,randonnée,hiking,,,,,linéaire,accidentelle soi-même,,,
1718-73-09,2018-02-05,17:35,73,sainte foy tarentaise,haute tarentaise,alps,Hte-tarent,pointe du grand soliet,"45°34'50"" / 6°56'25""",2880,40-44,NE,4,1,0,0,0,0,randonnée,hiking,,,,,linéaire,accidentelle soi-même,,,
1718-73-22,2018-04-13,12:20,73,val d'isere,haute tarentaise,alps,Hte-tarent,grand vallon,,2550,,,2,1,1,1,0,0,hors-piste,"off-piste (ski, snowboard)",,,,,linéaire,accidentelle soi-même,,,
1314-66-01,2014-01-26,14:00,66,err,cerdagne canigou,pyrenees,cerdagne,puigmal err,,,,,7,1,0,0,0,1,randonnée,hiking,,,,,linéaire,accidentelle soi-même,,,
1213-05-04,2013-01-20,13:30,5,névache,thabor,alps,Thabor,,,,,,1,1,0,0,0,0,randonnée,hiking,,,,,linéaire,accidentelle soi-même,,,
1213-05-05,2013-02-03,,5,montgenevre,thabor,alps,Thabor,vallon des baysses,,,,,1,1,0,0,0,0,hors-piste,"off-piste (ski, snowboard)",,,,,linéaire,accidentelle soi-même,,,
1314-05-05,2014-01-25,17:00,5,névache,thabor,alps,Thabor,pointe riou blanc,,,,,6,1,1,1,0,0,randonnée,hiking,,,,,linéaire,accidentelle soi-même,,,
1213-38-08,2013-04-14,09:55,38,saint christophe en oisans,oisans,alps,Oisans,col de la lauze,,2900,30-34,SE,8,2,0,0,0,0,randonnée,hiking,,,humide,tendre,linéaire,accidentelle tiers,,,
1415-74-09,2015-04-06,13:00,74,la clusaz,aravis,alps,Aravis,couloir lana / combe creuse,,,,,3,3,1,1,0,1,randonnée,hiking,montée,,sèche,,linéaire,accidentelle tiers,,,
1516-38-03,2016-03-07,11:45,38,la ferrière,belledonne,alps,Belledone,combe perdue,,,,,1,1,1,0,1,0,hors-piste,"off-piste (ski, snowboard)",,3,sèche,tendre,linéaire,accidentelle tiers,,,
1718-73-01,2017-12-09,15:55,73,aime,vanoise,alps,Vanoise,piste pavane,,,,,2,2,0,0,0,2,autre,other,à pieds,,sèche,,linéaire,accidentelle soi-même,,,
1617-73-16,2017-05-05,,73,avrieux,haute maurienne,alps,Hte-maurie,face NO aiguille scolette,,,,,2,2,0,0,0,0,randonnée,hiking,,,,,linéaire,accidentelle soi-même,,,
1314-05-10,2014-03-05,,5,chateauroux les alpes,champsaur,alps,Champsaur,tête clotinailles,,,,NE,,1,0,0,0,0,randonnée,hiking,,,,,linéaire,accidentelle soi-même,,,
1314-73-23,2014-05-04,,73,orelle,maurienne,alps,Maurienne,roche des marches,,,,,1,1,0,0,0,0,randonnée,hiking,,,,,linéaire,naturelle sérac/corniche,,,
1516-63-01,2016-05-01,12:00,63,mont dore,mont dore,other,other,cascade de la dore,,,,N,2,1,1,1,0,0,randonnée,hiking,,,,,linéaire,accidentelle soi-même,,,
1314-05-11,2014-03-08,14:00,5,villar arene,oisans,alps,Oisans,passe de midi,,,,NE,2,1,0,0,0,0,randonnée,hiking,,,,,linéaire,accidentelle soi-même,,,
1718-65-01,2017-11-26,,65,aragnouet,haute bigorre,pyrenees,hte-bigo,pic du piau,,,,N,3,1,0,0,0,0,randonnée,hiking,,,,,linéaire,accidentelle soi-même,,,
1314-05-01,2013-12-23,,5,cervières,queyras,alps,Queyras,col peygus,,2600,,,2,2,0,0,0,0,randonnée,hiking,,,,,linéaire,accidentelle soi-même,,,
1314-74-10,2014-04-13,11:10,74,la clusaz,aravis,alps,Aravis,combe à marion,,,,,,8,0,0,0,2,randonnée,hiking,montée,,humide,tendre,linéaire,naturelle,,,
1112-73-03,2012-02-27,,73,doucy en bauges,bauges,alps,Bauges,,,,,,1,1,1,1,0,0,randonnée,hiking,,2,humide,tendre,linéaire,naturelle,,,
1213-38-05,2013-01-30,,38,chantelouve,oisans,alps,Oisans,voie cros de quinchiol / Gd Armet,5°56'47.2'' // 44°59'01.6'',2320,>45,SE,2,2,2,0,2,0,alpinisme,alpinisme,,,humide,tendre,linéaire,naturelle,,,
1213-05-08,2013-03-05,,5,crévoux,embrunais parpaillon,alps,Parpaillon,goulotte barre des enfers,,,,,5,5,0,0,0,0,alpinisme,alpinisme,,2,sèche,,linéaire,naturelle,,,
1213-05-14,2013-04-19,10:20,5,vars,embrunais parpaillon,alps,Parpaillon,piste bleue vallon crête peyrol,,2300,,,1,1,0,0,0,0,piste,"piste (ski, snowboard)",,,,,linéaire,naturelle,,,
1011-73-13,2011-03-18,13:00,73,méribel,vanoise,alps,Vanoise,mont du vallon lac du borgne,,,,,,1,1,1,0,0,hors-piste,"off-piste (ski, snowboard)",descente,3,sèche,tendre,linéaire,,,,
1516-74-02,2016-01-11,,74,chamonix,mont blanc,alps,Mont-Blanc,route col des montets,,,,,1,1,0,0,0,0,voie de communication,other,,4,,,,naturelle,,,
1516-66-01,2016-03-20,11:00,66,porta,capcir puymorens,pyrenees,capcir,roc des isards,,,,,4,4,0,0,0,0,randonnée,hiking,,3,humide,,,accidentelle soi-même,,,
1718-05-10,2018-05-26,,5,la chapelle en valgaudemar,pelvoux,alps,Pelvoux,couloir ouest brèche des roux,,,>45,O,11,2,1,1,0,1,alpinisme,alpinisme,arrêt,,humide,tendre,,naturelle,,,
1314-38-05,2014-03-13,17:00,38,pinsot,belledonne,alps,Belledone,couloir pertuis,,,,O,1,1,0,0,0,1,randonnée,hiking,traversée,2,humide,tendre,,naturelle,,,
1516-73-12,2016-01-25,14:50,73,champagny en vanoise,vanoise,alps,Vanoise,vallon de la velière,,,>45,S,3,1,0,0,0,0,randonnée,hiking,traversée,,humide,tendre,,naturelle,,,
1112-31-02,2012-04-05,15:30,31,bagnères de luchon,luchonnais,pyrenees,luchonnais,sentier cascade enfer,,,,NE,,2,2,2,0,0,randonnée,hiking,,2,humide,tendre,,naturelle,,,
1213-65-01,2013-03-06,16:00,65,st lary soulan,haute bigorre,pyrenees,hte-bigo,GR Espiaube Plat Adet,,,,,8,6,0,0,0,6,randonnée,hiking,,3,humide,tendre,,naturelle,,,
1314-73-27,2014-05-18,12:30,73,bessans,haute maurienne,alps,Hte-maurie,pointe charbonnel,,,,NE,2,2,1,0,1,0,randonnée,hiking,,,humide,tendre,,naturelle,,,
1415-06-03,2015-02-06,,6,isola,mercantour,alps,Mercantour,route accès isola M97,,,,,3,3,0,0,0,0,voie de communication,other,traversée,4,sèche,,,naturelle,,,
1415-73-06,2015-01-29,,73,aillons le vieux,bauges,alps,Bauges,col de la cochette,,,,,1,1,1,1,0,0,randonnée,hiking,arrêt,,,,,naturelle,,,
1516-68-01,2016-02-13,14:15,68,stockersohn,ballon des vosges,other,other,secteur col des perches,,,,,8,1,0,0,0,0,randonnée,hiking,traversée,,,,,naturelle,,,
1213-05-01,2012-12-14,,5,la grave,oisans,alps,Oisans,rd 1091 les traverses,,,,,3,3,0,0,0,0,voie de communication,other,,,,,,naturelle,,,
1718-05-02,2018-02-02,,5,le monetier les bains,pelvoux,alps,Pelvoux,vallon roche noire pic blanc galibier,,,,,3,1,0,0,0,0,randonnée,hiking,descente,,,,,,,,
1415-38-07,2015-01-23,12:30,38,villard de lans,vercors,alps,Vercors,crête des crocs,"45°4'42.13"" / 5°36'22.8""",,35-39,NO,4,1,0,0,0,0,randonnée,hiking,descente,,,,,,,,
1718-04-01,2018-04-06,15:10,4,saint paul sur ubaye,ubaye,alps,Ubaye,tete de l'eyssilloun couloir nord principal,44°505423 / 6°809782,2890,,,4,1,0,0,0,0,randonnée,hiking,descente,,,,,,,,
1213-73-04,2012-12-28,,73,saint martin de belleville (val thorens),vanoise,alps,Vanoise,lac du lou,,,,,5,1,1,1,0,0,hors-piste,"off-piste (ski, snowboard)",descente,,,,,,,,
1213-73-07,2013-02-03,,73,saint martin de belleville (val thorens),vanoise,alps,Vanoise,lac du lou,,,,,2,2,0,0,0,0,hors-piste,"off-piste (ski, snowboard)",descente,,,,,,,,
1213-73-08,2013-02-08,,73,saint martin de belleville (val thorens),vanoise,alps,Vanoise,cime caron,,,,,3,3,0,0,0,0,hors-piste,"off-piste (ski, snowboard)",descente,,,,,,,,
1415-06-04,2015-02-16,10:15,6,saint dalmas de selvage,mercantour,alps,Mercantour,route col bonnette lieudit Le Pra,,,,,,3,2,2,0,1,randonnée,hiking,montée,3,,,,,,,
1516-65-03,2016-04-17,08:30,65,bagnères de bigorre,haute bigorre,pyrenees,hte-bigo,couloir des poubelles pic du midi (couloir nord est),"42°56'19.26"" / 0°08'53.07""",2360,40-44,NE,3,3,0,0,0,3,alpinisme,alpinisme,montée,3,,,,,,,
1516-73-17,2016-03-15,14:15,73,saint martin belleville,vanoise,alps,Vanoise,face SE cochet,,1700,,,2,2,0,0,0,0,randonnée,hiking,montée,,,,,,,,
1516-74-05,2016-02-12,,74,chamonix,mont blanc,alps,Mont-Blanc,couloir ortha,,,,NO,2,2,0,0,0,0,randonnée,hiking,traversée,,,,,,,,
1718-74-10,2018-03-24,,74,chevaline,bauges,alps,Bauges,couloir nord Trélod,,,,,1,1,0,0,0,1,randonnée,hiking,,3,,,,,,,
1011-73-10,2011-03-04,,73,villarodin bourget,maurienne,alps,Maurienne,station la norma,,,,,2,1,0,0,1,0,hors-piste,"off-piste (ski, snowboard)",,3,,,,,,,
1213-05-11,2013-03-22,13:00,5,ceillac,queyras,alps,Queyras,col tronchet,,,,,10,2,0,0,0,0,randonnée,hiking,,3,,,,,,,
1011-73-14,2011-03-20,14:35,73,champagny,vanoise,alps,Vanoise,Glières,,,,,4,1,1,1,0,0,randonnée,hiking,,3,,,,,,,
1213-73-05,2013-01-20,,73,valloire,maurienne,alps,Maurienne,telesiege montissot,,,,,1,1,1,1,0,0,hors-piste,"off-piste (ski, snowboard)",,4,,,,,,,
1718-74-08,2018-03-05,,74,le reposoir,aravis,alps,Aravis,pointe d'areu,,,,,2,2,0,0,0,0,randonnée,hiking,,,,,,,,,
1718-88-09,2018-12-13,,74,Manigod,aravis,alps,Aravis,,,,,,,1,0,0,0,1,randonnée à skis,"cross-country (ski, snowboard etc.)",,,,,,,,,
1718-88-11,2018-12-18,,74,La Clusaz,aravis,alps,Aravis,,,,,,,1,1,0,0,1,randonnée à skis,"cross-country (ski, snowboard etc.)",,,,,,,,,
1718-88-25,2019-01-26,,74,Manigod,aravis,alps,Aravis,,,,,,,1,0,0,0,1,randonnée à skis,"cross-country (ski, snowboard etc.)",,,,,,,,,
1718-88-32,2019-01-31,,73,La Giettaz,aravis,alps,Aravis,,,,,,,2,0,0,1,1,hors-piste à skis,"off-piste (ski, snowboard)",,,,,,,,,
1718-88-73,2019-11-24,,74,Les Clefs,aravis,alps,Aravis,,,,,,,1,0,0,1,0,randonnée à skis,"cross-country (ski, snowboard etc.)",,,,,,,,,
1718-88-75,2019-12-06,,74,La Clusaz,aravis,alps,Aravis,,,,,,,1,0,0,0,1,randonnée à skis,"cross-country (ski, snowboard etc.)",,,,,,,,,
1718-88-85,2019-12-31,,74,Le Bouchet Montcharvin,aravis,alps,Aravis,,,,,,,1,0,0,1,0,randonnée à skis,"cross-country (ski, snowboard etc.)",,,,,,,,,
1718-88-105,2020-03-03,,74,La Clusaz,aravis,alps,Aravis,,,,,,,2,0,0,0,2,hors-piste à skis,"off-piste (ski, snowboard)",,,,,,,,,
